Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
638,Cardiff City,2019-04-03,0.1,129,11,3,32,158,0,775,5,129,@,Manchester City,eng Premier League,L 0-2,0,2,-2,21,0,0,0,0,0.1,0.1,-3.0,-3.0,0.1,0.1,-0.1,-0.1,-0.1,0.04,4,0.00,0.00,1,25.0,18.3,0,129,198,65.2,3,9,2,0,17,2892,1593,57,64,89.1,36,49,73.5,30,66,45.5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,104,775,413,7,7,2,14,5,129,17,129,17,104,775,413,7,7,2,14,5,14,11,10,3,1,9,23,39.1,14,8,2,6,10,24,29,1,158,39,4,0,2,6,6,4,0,4,0,1,6,3,16,1,0,0,0,32,Match Report
639,Liverpool,2019-04-05,1.9,503,7,3,48,564,5,2172,30,501,@,Southampton,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,1.9,1.9,+1.0,+1.0,1.6,1.8,+1.1,+1.1,+1.4,0.11,17,0.18,0.60,5,29.4,15.4,0,503,626,80.4,12,39,17,5,56,9292,3118,209,236,88.6,213,248,85.9,61,95,64.2,30,24,2,2,2,0,0,5,5,0,0,0,0,0,406,2172,1195,19,19,4,15,9,501,55,501,55,406,2172,1195,19,19,4,15,9,11,7,6,4,1,3,8,37.5,5,10,4,6,9,20,18,0,564,59,11,5,12,25,29,5,2,1,0,3,12,3,22,3,0,0,0,48,Match Report
640,Southampton,2019-04-05,0.9,191,8,3,56,263,2,925,20,191,,Liverpool,eng Premier League,L 1-3,1,3,-2,33,1,0,0,0,0.9,0.9,-1.0,-1.0,0.8,0.6,+0.1,+0.1,+0.2,0.08,11,0.09,1.00,1,9.1,18.6,0,191,313,61.0,7,21,7,2,25,3701,1766,86,112,76.8,69,98,70.4,31,82,37.8,20,12,4,1,2,1,0,2,2,0,0,0,0,0,160,925,463,10,11,2,14,8,191,25,191,25,160,925,463,10,11,2,14,8,16,8,8,7,1,7,13,53.8,6,14,3,11,12,28,37,0,263,47,9,0,3,20,18,7,5,2,0,3,7,3,15,3,0,0,0,56,Match Report
641,Newcastle Utd,2019-04-06,0.9,390,10,3,43,447,0,1310,35,388,,Crystal Palace,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,0.9,0.9,0.0,+0.8,0.7,1.0,-0.9,-0.9,-0.7,0.05,18,0.00,0.00,5,27.8,19.2,2,390,499,78.2,13,37,10,5,42,7252,2541,182,204,89.2,110,143,76.9,76,111,68.5,35,28,3,0,2,2,0,0,0,0,0,0,0,0,296,1310,678,16,11,2,13,10,388,41,388,41,296,1310,678,16,11,2,13,10,18,10,6,7,5,5,10,50.0,5,10,0,10,15,33,12,0,447,50,15,0,13,39,19,9,3,5,0,2,7,3,14,2,0,1,0,43,Match Report
642,Burnley,2019-04-06,1.2,222,7,1,53,279,6,759,17,217,@,Bournemouth,eng Premier League,W 3-1,3,1,+2,41,3,0,0,0,1.2,1.2,+0.1,+0.1,1.1,0.9,+1.8,+1.8,+0.9,0.12,10,0.30,1.00,3,30.0,15.4,1,222,342,64.9,7,26,5,2,30,4801,2341,91,109,83.5,69,100,69.0,51,109,46.8,17,9,5,0,0,3,0,6,4,1,0,0,1,0,141,759,297,7,6,1,19,5,217,27,217,27,141,759,297,7,6,1,19,5,12,7,6,5,1,6,14,42.9,8,9,2,7,4,16,22,0,279,58,13,0,2,28,23,6,6,0,0,5,7,1,9,5,0,0,1,53,Match Report
643,Bournemouth,2019-04-06,1.1,383,4,3,44,432,0,2178,18,381,,Burnley,eng Premier League,L 1-3,1,3,-2,59,0,0,0,0,1.1,1.1,-0.1,-0.1,1.0,1.1,-1.1,-1.1,-1.0,0.11,10,0.00,0.00,2,20.0,18.5,1,383,496,77.2,7,29,10,5,37,6757,2662,190,229,83.0,154,184,83.7,35,68,51.5,18,13,1,1,1,2,0,0,0,0,0,0,0,0,389,2178,1275,26,14,7,21,6,381,37,381,37,389,2178,1275,26,14,7,21,6,6,4,2,3,1,1,7,14.3,6,7,3,4,6,12,38,3,432,62,20,0,2,19,24,3,0,0,0,2,9,3,32,2,0,0,0,44,Match Report
644,Huddersfield,2019-04-06,1.7,309,7,3,46,359,1,1431,15,309,,Leicester City,eng Premier League,L 1-4,1,4,-3,45,0,1,1,0,1.7,0.9,-1.8,-1.8,0.8,0.7,-0.7,-0.9,-0.8,0.10,9,0.00,0.00,3,33.3,18.0,0,309,417,74.1,6,30,3,2,23,5456,2010,150,169,88.8,105,133,78.9,44,86,51.2,15,7,3,1,3,1,0,1,0,0,0,0,1,0,250,1431,557,13,12,3,18,11,309,23,309,23,250,1431,557,13,12,3,18,11,17,7,5,10,2,4,19,21.1,15,11,2,9,14,31,14,0,359,56,13,1,1,21,22,8,4,3,0,2,12,3,29,2,1,1,0,46,Match Report
645,Crystal Palace,2019-04-06,0.9,325,9,3,36,378,2,1504,6,324,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,47,0,1,1,0,0.9,0.1,0.0,-0.8,0.1,0.7,+0.1,-0.1,-0.1,0.06,2,0.00,,0,0.0,19.7,0,325,434,74.9,2,19,6,2,35,5553,2311,163,195,83.6,119,145,82.1,30,54,55.6,6,4,0,1,0,1,0,2,0,0,1,0,1,0,299,1504,794,18,15,3,10,13,324,35,324,35,299,1504,794,18,15,3,10,13,16,9,8,6,2,6,12,50.0,6,8,4,4,8,24,38,1,378,52,13,0,2,14,20,4,1,2,1,4,11,3,17,4,1,0,0,36,Match Report
646,Leicester City,2019-04-06,3.5,410,8,3,50,459,6,1703,29,408,@,Huddersfield,eng Premier League,W 4-1,4,1,+3,55,3,1,1,0,3.5,2.7,+1.8,+1.8,2.0,0.6,+0.5,+0.3,-1.0,0.16,17,0.18,0.38,8,47.1,18.5,2,410,509,80.6,12,24,5,2,34,7131,2640,187,211,88.6,164,188,87.2,42,70,60.0,29,17,3,3,3,3,0,6,2,0,1,1,2,0,381,1703,867,14,15,7,16,13,408,34,408,34,381,1703,867,14,15,7,16,13,16,8,4,11,1,5,10,50.0,5,13,3,10,12,28,21,1,459,47,12,3,4,16,22,5,2,3,0,3,11,3,12,3,1,1,0,50,Match Report
647,Everton,2019-04-07,2.4,321,11,3,64,377,1,1678,36,319,,Arsenal,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,2.4,2.4,+2.1,+2.1,1.1,1.1,-1.4,-1.4,-1.1,0.11,23,0.04,0.17,6,26.1,17.3,0,321,425,75.5,14,35,8,3,42,6135,2558,145,170,85.3,128,149,85.9,41,81,50.6,36,23,6,1,6,0,0,1,0,0,0,1,0,0,268,1678,864,25,14,7,18,13,319,41,319,41,268,1678,864,25,14,7,18,13,19,11,6,9,4,9,23,39.1,14,11,2,9,14,33,24,1,377,45,11,1,4,21,17,9,1,6,0,3,10,3,5,3,0,0,0,64,Match Report
648,Arsenal,2019-04-07,0.3,440,15,3,53,508,0,2426,13,435,@,Everton,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,0.3,0.3,-2.1,-2.1,0.2,0.4,-0.3,-0.3,-0.2,0.05,7,0.00,0.00,2,28.6,15.4,0,440,561,78.4,5,31,4,1,52,7769,2583,186,217,85.7,199,230,86.5,41,68,60.3,13,10,1,1,1,0,0,0,0,0,0,0,0,0,378,2426,1524,25,12,6,9,10,435,52,435,52,378,2426,1524,25,12,6,9,10,21,15,13,7,1,8,16,50.0,8,18,8,10,9,30,23,1,508,51,11,4,3,17,21,6,0,4,0,2,13,3,36,2,0,0,0,53,Match Report
649,Chelsea,2019-04-08,1.9,433,8,3,57,481,4,2475,32,430,,West Ham,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,1.9,1.9,+1.3,+1.3,1.8,1.5,+0.1,+0.1,+0.2,0.12,16,0.13,0.29,7,43.8,14.5,2,433,522,83.0,14,36,17,0,60,6632,2674,233,252,92.5,152,179,84.9,31,53,58.5,32,24,0,6,0,2,0,4,2,0,2,0,0,0,331,2475,1629,37,30,10,12,11,430,60,430,60,331,2475,1629,37,30,10,12,11,12,8,7,5,0,6,13,46.2,7,14,4,10,12,24,13,0,481,38,6,4,1,14,16,7,4,2,1,3,11,3,14,3,0,0,0,57,Match Report
650,West Ham,2019-04-08,0.6,349,11,2,47,397,0,1657,16,346,@,Chelsea,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0.6,0.6,-1.3,-1.3,0.4,0.5,-0.6,-0.6,-0.4,0.07,9,0.00,0.00,2,22.2,17.2,0,349,456,76.5,6,22,5,2,30,6636,2266,140,165,84.8,143,165,86.7,52,89,58.4,16,11,2,0,2,0,1,0,0,0,0,0,0,0,276,1657,754,8,8,1,13,6,346,29,346,29,276,1657,754,8,8,1,13,6,24,11,15,8,1,13,31,41.9,18,13,3,10,12,36,16,0,397,58,11,0,3,14,27,4,1,2,0,1,14,2,33,1,0,0,0,47,Match Report
651,Newcastle Utd,2019-04-12,1.1,210,13,2,68,297,2,1242,19,208,@,Leicester City,eng Premier League,W 1-0,1,0,+1,29,1,0,0,0,1.1,1.1,+0.1,+0.1,0.4,0.5,-0.1,-0.1,+0.6,0.10,11,0.09,0.20,5,45.5,19.7,1,210,338,62.1,7,18,5,3,17,3697,1616,97,124,78.2,70,104,67.3,28,71,39.4,19,14,1,2,0,1,1,2,1,0,1,0,0,0,180,1242,634,16,7,4,19,7,208,16,208,16,180,1242,634,16,7,4,19,7,21,13,10,11,0,10,18,55.6,8,15,1,14,22,43,34,0,297,37,8,3,2,12,16,3,1,2,0,4,8,2,11,4,0,0,0,68,Match Report
652,Leicester City,2019-04-12,1.0,690,8,3,71,787,0,2879,21,688,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,71,0,0,0,0,1.0,1.0,-0.1,-0.1,0.9,1.2,-1.0,-1.0,-0.9,0.08,12,0.00,0.00,5,41.7,17.7,1,690,834,82.7,11,68,14,6,69,12509,3709,281,331,84.9,332,385,86.2,67,83,80.7,21,18,1,0,0,1,1,0,0,0,0,0,0,0,523,2879,1515,32,22,7,14,11,688,69,688,69,523,2879,1515,32,22,7,14,11,13,8,5,5,3,6,14,42.9,8,8,1,7,12,25,13,1,787,44,12,4,3,24,26,2,1,0,0,3,16,3,16,3,0,0,0,71,Match Report
653,West Ham,2019-04-13,1.4,442,10,3,71,509,2,2072,30,440,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1.4,1.4,-1.1,+0.5,1.2,1.3,-0.4,-0.4,-0.2,0.08,18,0.06,0.25,4,22.2,16.9,1,442,568,77.8,13,29,6,2,46,6634,2281,237,262,90.5,154,185,83.2,25,70,35.7,30,19,5,1,3,1,1,2,2,0,0,0,0,0,367,2072,1145,27,16,11,10,10,440,46,440,46,367,2072,1145,27,16,11,10,10,17,10,6,9,2,9,16,56.3,7,11,5,6,12,29,20,1,509,56,16,1,4,26,19,11,5,5,0,3,17,3,21,3,0,2,0,71,Match Report
654,Wolves,2019-04-13,0.8,542,14,3,56,618,2,2008,28,538,@,Southampton,eng Premier League,L 1-3,1,3,-2,69,1,0,0,0,0.8,0.8,-2.1,-2.1,0.4,0.5,+0.2,+0.2,+0.6,0.05,17,0.06,0.50,2,11.8,19.5,0,542,681,79.6,8,20,5,1,43,9181,2583,227,271,83.8,244,274,89.1,47,85,55.3,28,16,4,2,3,2,1,2,1,1,0,0,0,0,405,2008,1144,26,11,6,16,11,538,43,538,43,405,2008,1144,26,11,6,16,11,17,14,10,6,1,3,14,21.4,11,7,2,5,15,32,16,1,618,61,13,0,4,21,30,9,1,6,0,2,16,3,19,2,0,0,0,56,Match Report
655,Huddersfield,2019-04-13,0.8,244,8,3,45,298,0,1249,12,240,@,Tottenham,eng Premier League,L 0-4,0,4,-4,31,0,0,0,0,0.8,0.8,-1.7,-1.7,0.7,0.6,-0.8,-0.8,-0.7,0.11,7,0.00,0.00,1,14.3,18.9,1,244,344,70.9,5,15,7,1,27,4111,1648,129,147,87.8,67,88,76.1,34,76,44.7,12,7,1,2,0,1,1,0,0,0,0,0,0,0,222,1249,562,17,8,3,11,9,240,27,240,27,222,1249,562,17,8,3,11,9,13,8,4,7,2,5,19,26.3,14,20,9,11,16,29,15,0,298,46,10,2,2,17,21,2,1,1,0,0,13,3,11,0,0,0,0,45,Match Report
656,Brighton,2019-04-13,0.3,393,13,2,56,473,0,2049,14,387,,Bournemouth,eng Premier League,L 0-5,0,5,-5,51,0,0,0,0,0.3,0.3,-2.2,-2.2,0.2,0.6,-0.3,-0.3,-0.2,0.04,8,0.00,0.00,1,12.5,23.7,0,393,516,76.2,5,38,8,1,47,6791,2320,195,217,89.9,139,177,78.5,49,92,53.3,14,12,1,0,0,0,1,0,0,0,0,0,0,0,345,2049,965,16,18,2,18,12,387,47,387,47,345,2049,965,16,18,2,18,12,19,13,5,10,4,9,17,52.9,8,12,3,9,9,28,7,1,473,42,5,0,3,19,22,4,0,4,0,1,15,2,31,1,0,0,0,56,Match Report
657,Burnley,2019-04-13,2.6,208,11,0,51,283,2,1047,23,206,,Cardiff City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,2.6,2.6,+1.7,+1.7,1.4,1.2,-0.6,-0.6,-0.4,0.19,14,0.14,0.29,7,50.0,12.1,0,208,346,60.1,9,17,5,2,27,3688,2009,93,124,75.0,75,114,65.8,28,74,37.8,23,12,5,0,3,3,0,2,0,1,0,0,1,0,158,1047,464,15,11,4,22,3,206,27,206,27,158,1047,464,15,11,4,22,3,15,11,4,11,0,5,10,50.0,5,17,5,12,4,19,24,0,283,60,10,3,1,27,33,8,7,0,1,3,13,0,,3,0,0,0,51,Match Report
658,Manchester Utd,2019-04-13,2.5,313,14,3,66,385,4,1567,25,310,,West Ham,eng Premier League,W 2-1,2,1,+1,43,0,2,2,0,2.5,0.9,+1.1,-0.5,0.7,1.1,-0.5,-0.9,-0.7,0.08,12,0.00,0.00,2,16.7,21.1,0,313,420,74.5,8,32,11,1,43,5326,2070,142,164,86.6,119,155,76.8,35,68,51.5,25,17,1,2,3,2,0,4,2,0,0,0,2,0,250,1567,1025,20,10,5,13,8,310,43,310,43,250,1567,1025,20,10,5,13,8,21,14,9,11,1,11,22,50.0,11,21,8,13,11,32,28,1,385,32,6,2,2,20,17,3,1,2,0,3,7,3,23,3,2,0,0,66,Match Report
659,Southampton,2019-04-13,2.9,191,13,3,57,264,6,1065,14,188,,Wolves,eng Premier League,W 3-1,3,1,+2,31,3,0,0,0,2.9,2.9,+2.1,+2.1,1.8,1.5,+0.1,+0.1,+1.2,0.24,12,0.25,0.50,6,50.0,13.6,0,191,306,62.4,6,16,2,0,19,3356,1550,94,122,77.0,62,89,69.7,24,73,32.9,14,10,1,0,2,0,1,6,5,0,0,1,0,0,166,1065,448,9,6,4,11,14,188,18,188,18,166,1065,448,9,6,4,11,14,23,13,11,10,2,12,25,48.0,13,20,7,13,14,37,38,0,264,42,10,2,2,5,19,4,2,2,0,0,5,3,22,0,0,0,0,57,Match Report
660,Cardiff City,2019-04-13,0.9,247,7,3,52,338,0,1157,25,242,@,Burnley,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0.9,0.9,-1.7,-1.7,0.7,0.6,-0.9,-0.9,-0.7,0.06,14,0.00,0.00,2,14.3,23.7,1,247,387,63.8,10,31,4,0,28,4574,1821,102,130,78.5,93,129,72.1,38,90,42.2,25,22,1,1,0,1,0,0,0,0,0,0,0,0,206,1157,496,9,9,6,12,10,242,28,242,28,206,1157,496,9,9,6,12,10,9,7,4,4,1,6,17,35.3,11,11,1,10,15,24,28,0,338,49,9,3,2,14,23,4,1,0,1,0,13,3,14,0,0,0,0,52,Match Report
661,Bournemouth,2019-04-13,2.5,402,10,3,65,470,8,2004,25,396,@,Brighton,eng Premier League,W 5-0,5,0,+5,49,5,0,0,0,2.5,2.5,+2.2,+2.2,2.4,2.1,+2.5,+2.5,+2.6,0.18,14,0.36,0.71,7,50.0,16.0,0,402,505,79.6,13,18,13,1,37,6109,2330,228,260,87.7,147,171,86.0,20,54,37.0,25,22,0,1,0,1,1,8,7,0,1,0,0,0,413,2004,981,18,20,4,11,10,396,36,396,36,413,2004,981,18,20,4,11,10,22,10,13,4,5,10,15,66.7,5,17,4,13,16,38,23,0,470,35,11,2,1,7,13,1,0,0,0,0,9,3,9,0,0,0,0,65,Match Report
662,Fulham,2019-04-13,1.5,266,11,3,61,329,4,1193,24,265,,Everton,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,1.5,1.5,+0.5,+0.5,1.5,0.8,+0.5,+0.5,+0.5,0.13,12,0.17,0.40,5,41.7,16.6,0,266,379,70.2,11,24,6,1,28,4964,2527,134,150,89.3,84,128,65.6,40,78,51.3,24,17,3,1,2,1,0,4,4,0,0,0,0,0,197,1193,600,21,7,6,27,23,265,28,265,28,197,1193,600,21,7,6,27,23,20,11,8,8,4,9,18,50.0,9,11,2,9,8,28,25,0,329,49,11,1,3,12,22,7,3,1,1,1,5,3,12,1,0,0,0,61,Match Report
663,Tottenham,2019-04-13,2.5,670,11,3,58,730,8,2817,42,667,,Huddersfield,eng Premier League,W 4-0,4,0,+4,69,4,0,0,0,2.5,2.5,+1.7,+1.7,2.1,1.4,+1.5,+1.5,+1.9,0.11,22,0.18,0.80,5,22.7,16.1,1,670,771,86.9,17,48,15,5,68,10442,3063,363,401,90.5,261,287,90.9,30,48,62.5,42,28,3,6,2,3,0,8,6,0,2,0,0,0,610,2817,1687,32,23,5,9,8,667,67,667,67,610,2817,1687,32,23,5,9,8,16,11,8,7,1,7,18,38.9,11,11,1,10,4,20,15,0,730,40,11,3,2,12,17,4,1,0,0,1,11,3,9,1,0,0,0,58,Match Report
664,Everton,2019-04-13,1.1,412,19,3,59,500,0,1833,18,410,@,Fulham,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,1.1,1.1,-0.5,-0.5,1.0,0.9,-1.1,-1.1,-1.0,0.12,9,0.00,0.00,1,11.1,16.6,0,412,554,74.4,8,35,12,4,59,7626,2923,170,210,81.0,190,224,84.8,41,87,47.1,18,14,1,1,0,1,1,0,0,0,0,0,0,0,292,1833,912,17,14,4,21,11,410,59,410,59,292,1833,912,17,14,4,21,11,28,19,10,10,8,5,17,29.4,12,5,0,5,8,36,12,0,500,53,9,4,5,21,32,3,0,3,0,1,11,3,10,1,0,0,0,59,Match Report
665,Manchester City,2019-04-14,2.5,681,8,3,53,735,5,3351,35,677,@,Crystal Palace,eng Premier League,W 3-1,3,1,+2,73,3,0,0,0,2.5,2.5,+2.2,+2.2,2.3,2.1,+0.5,+0.5,+0.7,0.13,20,0.15,0.50,6,30.0,19.9,0,681,782,87.1,15,67,14,2,77,11069,3126,339,368,92.1,233,253,92.1,65,89,73.0,35,30,0,2,2,0,1,5,5,0,0,0,0,0,632,3351,2046,45,29,9,9,13,677,77,677,77,632,3351,2046,45,29,9,9,13,22,8,9,8,5,6,16,37.5,10,7,2,5,8,30,17,0,735,45,6,5,9,27,25,9,6,2,0,2,8,3,15,2,0,0,0,53,Match Report
666,Chelsea,2019-04-14,0.7,343,15,3,59,395,0,1812,11,341,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0.7,0.7,-0.5,-0.5,0.6,0.6,-0.7,-0.7,-0.6,0.12,6,0.00,0.00,3,50.0,15.0,0,343,436,78.7,5,25,9,1,37,5333,2114,186,210,88.6,101,128,78.9,35,61,57.4,11,9,0,1,0,0,1,0,0,0,0,0,0,0,282,1812,1073,26,12,7,16,13,341,36,341,36,282,1812,1073,26,12,7,16,13,30,15,16,13,1,15,23,65.2,8,15,5,10,10,40,32,1,395,39,7,2,3,8,17,2,0,1,0,2,6,3,34,2,0,0,0,59,Match Report
667,Liverpool,2019-04-14,1.2,591,11,3,61,652,2,2626,28,589,,Chelsea,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,1.2,1.2,+0.5,+0.5,1.2,1.5,+0.8,+0.8,+0.8,0.08,15,0.13,0.29,7,46.7,17.9,0,591,705,83.8,14,53,18,3,67,10502,3331,234,254,92.1,295,328,89.9,49,86,57.0,28,24,1,1,1,0,1,2,2,0,0,0,0,0,601,2626,1378,24,21,8,15,15,589,65,589,65,601,2626,1378,24,21,8,15,15,19,11,8,7,4,6,23,26.1,17,6,0,6,13,32,13,0,652,51,10,1,6,24,27,9,5,0,0,2,12,3,13,2,0,0,0,61,Match Report
668,Crystal Palace,2019-04-14,0.4,208,19,3,48,258,2,1100,12,207,,Manchester City,eng Premier League,L 1-3,1,3,-2,27,1,0,0,0,0.4,0.4,-2.2,-2.2,0.2,0.3,+0.6,+0.6,-0.2,0.05,7,0.14,0.33,3,42.9,21.2,1,208,296,70.3,4,11,3,1,14,4295,2183,86,103,83.5,79,100,79.0,38,73,52.1,12,9,1,0,1,1,0,2,1,0,0,0,1,0,185,1100,497,9,7,2,9,16,207,14,207,14,185,1100,497,9,7,2,9,16,22,19,16,6,0,9,25,36.0,16,14,7,7,17,39,33,0,258,37,12,0,1,11,7,2,0,0,2,1,5,3,30,1,0,0,0,48,Match Report
669,Watford,2019-04-15,1.0,252,6,2,46,321,0,1177,18,250,,Arsenal,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,1.0,1.0,-1.4,-1.4,0.7,0.5,-1.0,-1.0,-0.7,0.09,11,0.00,0.00,2,18.2,17.7,1,252,369,68.3,6,18,7,1,22,3845,1576,132,155,85.2,68,98,69.4,23,67,34.3,18,14,0,1,1,2,0,0,0,0,0,0,0,0,248,1177,697,12,10,2,12,8,250,22,250,22,248,1177,697,12,10,2,12,8,13,6,5,7,1,6,9,66.7,3,18,8,10,13,26,15,1,321,46,11,1,3,18,17,6,2,3,0,2,8,2,19,2,0,0,0,46,Match Report
670,Arsenal,2019-04-15,2.3,591,6,3,60,649,0,2262,34,586,@,Watford,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,2.3,2.3,+1.4,+1.4,2.0,1.7,-1.3,-1.3,-2.0,0.13,19,0.05,0.20,5,26.3,17.0,0,591,690,85.7,16,48,20,6,56,9853,3045,290,314,92.4,227,258,88.0,51,72,70.8,34,28,2,1,3,0,0,0,0,0,0,0,0,0,428,2262,1344,31,14,9,14,7,586,56,586,56,428,2262,1344,31,14,9,14,7,12,6,2,6,4,4,11,36.4,7,12,5,7,15,27,23,0,649,37,14,0,3,13,11,4,1,0,0,4,10,3,33,4,0,0,0,60,Match Report
671,Brighton,2019-04-16,0.6,436,9,2,66,522,0,2125,26,428,,Cardiff City,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0.6,0.6,-0.2,-0.2,0.4,0.8,-0.6,-0.6,-0.4,0.05,14,0.00,0.00,2,14.3,20.3,1,436,575,75.8,11,36,11,1,48,8191,3171,175,209,83.7,206,251,82.1,49,92,53.3,26,17,4,1,1,2,1,0,0,0,0,0,0,0,386,2125,1092,11,17,2,21,16,428,48,428,48,386,2125,1092,11,17,2,21,16,18,9,12,6,0,5,16,31.3,11,11,4,7,8,26,17,0,522,51,12,2,2,21,26,5,4,0,0,2,6,2,30,2,0,0,0,66,Match Report
672,Cardiff City,2019-04-16,0.9,198,17,3,55,280,4,1371,17,196,@,Brighton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,0.9,0.9,+0.2,+0.2,0.9,0.6,+1.1,+1.1,+1.1,0.09,10,0.20,0.67,3,30.0,16.4,0,198,328,60.4,9,16,0,0,17,3156,1578,103,132,78.0,62,90,68.9,19,79,24.1,17,8,4,3,0,1,1,4,2,1,0,0,1,0,175,1371,770,18,8,8,10,13,196,17,196,17,175,1371,770,18,8,8,10,13,29,17,17,11,1,13,23,56.5,10,10,4,6,24,53,31,0,280,48,13,4,2,7,19,4,3,0,0,0,8,3,18,0,0,0,0,55,Match Report
673,Huddersfield,2019-04-20,1.0,331,8,3,52,376,2,1556,21,324,,Watford,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,1.0,1.0,+0.1,+0.1,0.8,0.4,0.0,0.0,+0.2,0.08,13,0.08,0.33,3,23.1,18.1,1,331,418,79.2,8,28,5,2,35,5551,2215,178,197,90.4,96,122,78.7,42,65,64.6,21,14,1,1,3,1,1,2,2,0,0,0,0,0,293,1556,762,21,19,1,9,11,324,33,324,33,293,1556,762,21,19,1,9,11,15,8,8,6,1,4,9,44.4,5,14,1,13,12,27,17,1,376,41,10,0,3,14,21,2,1,1,0,1,9,3,29,1,0,0,0,52,Match Report
674,Newcastle Utd,2019-04-20,1.4,228,13,3,49,312,5,1020,23,225,,Southampton,eng Premier League,W 3-1,3,1,+2,44,3,0,0,0,1.4,1.4,+0.2,+0.2,1.0,0.8,+1.6,+1.6,+2.0,0.11,15,0.20,0.60,5,33.3,16.8,1,228,367,62.1,8,15,2,1,14,4161,1783,114,152,75.0,74,113,65.5,34,73,46.6,23,13,1,1,2,2,4,5,2,0,1,1,0,1,179,1020,503,15,6,6,18,12,225,14,225,14,179,1020,503,15,6,6,18,12,22,13,11,8,3,4,14,28.6,10,15,5,10,14,36,31,0,312,55,12,2,4,16,28,4,1,2,0,0,10,3,21,0,0,0,0,49,Match Report
675,Manchester City,2019-04-20,1.9,547,10,3,48,585,2,2756,26,546,,Tottenham,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,1.9,1.9,+0.9,+0.9,1.8,1.7,-0.9,-0.9,-0.8,0.13,15,0.07,0.25,4,26.7,16.2,0,547,642,85.2,12,37,11,1,48,9226,2728,258,279,92.5,204,226,90.3,58,89,65.2,26,21,2,2,0,1,0,2,2,0,0,0,0,0,533,2756,1424,24,18,10,14,17,546,48,546,48,533,2756,1424,24,18,10,14,17,15,10,3,5,7,7,17,41.2,10,7,3,4,10,25,11,1,585,55,13,3,5,18,33,4,1,0,0,2,10,3,28,2,0,0,0,48,Match Report
676,Fulham,2019-04-20,2.5,407,10,3,47,449,2,1678,32,403,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,51,0,1,1,0,2.5,1.7,+0.3,-0.5,1.6,0.9,-1.5,-1.7,-1.6,0.11,16,0.00,0.00,4,25.0,18.2,0,407,502,81.1,13,24,5,2,41,7097,3004,197,211,93.4,148,180,82.2,46,80,57.5,32,19,5,3,4,1,0,2,0,0,1,0,1,0,282,1678,861,24,14,9,14,12,403,39,403,39,282,1678,861,24,14,9,14,12,14,10,7,7,0,8,15,53.3,7,8,3,5,14,28,11,0,449,53,11,2,2,17,23,7,5,0,0,0,9,3,6,0,1,0,0,47,Match Report
