Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
223,Crystal Palace,2018-11-10,0.8,228,12,3,62,307,0,1028,15,227,,Tottenham,eng Premier League,L 0-1,0,1,-1,36,0,0,0,0,0.8,0.8,-0.4,-0.4,0.2,0.3,-0.8,-0.8,-0.2,0.08,11,0.00,0.00,5,45.5,16.9,0,228,360,63.3,5,18,6,0,29,4222,1960,112,145,77.2,75,108,69.4,31,81,38.3,15,6,5,0,2,1,1,0,0,0,0,0,0,0,206,1028,366,9,8,1,17,7,227,29,227,29,206,1028,366,9,8,1,17,7,20,12,12,6,2,11,19,57.9,8,10,3,7,18,38,28,1,307,49,10,0,2,24,23,10,0,0,9,4,12,3,25,4,0,0,0,62,Match Report
224,Tottenham,2018-11-10,1.2,513,10,3,52,578,1,2480,16,512,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,64,1,0,0,0,1.2,1.2,+0.4,+0.4,0.8,0.7,-0.2,-0.2,-0.8,0.11,11,0.09,0.50,2,18.2,13.8,0,513,633,81.0,7,35,5,2,50,9516,2833,220,249,88.4,214,250,85.6,65,99,65.7,16,8,2,3,2,1,0,1,0,0,0,1,0,0,514,2480,1217,17,16,2,19,9,512,50,512,50,514,2480,1217,17,16,2,19,9,18,10,12,2,4,11,18,61.1,7,9,1,8,11,29,35,0,578,54,16,3,11,23,25,6,2,3,0,1,10,3,32,1,0,0,0,52,Match Report
225,Newcastle Utd,2018-11-10,2.2,242,14,3,57,316,3,1060,30,242,,Bournemouth,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,2.2,2.2,+0.6,+0.6,1.8,0.9,-0.2,-0.2,-0.8,0.13,18,0.11,0.33,6,33.3,16.5,0,242,369,65.6,11,26,7,3,25,4658,2082,106,137,77.4,71,103,68.9,43,88,48.9,30,19,4,1,2,3,1,3,2,0,0,1,0,0,223,1060,508,13,10,7,20,9,242,25,242,25,223,1060,508,13,10,7,20,9,18,14,11,7,0,7,12,58.3,5,20,5,15,15,33,36,0,316,51,12,1,4,22,21,7,4,3,0,2,10,3,14,2,0,0,0,57,Match Report
226,Brighton,2018-11-10,0.5,221,9,2,56,301,2,1076,13,216,@,Cardiff City,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,0.5,0.5,-1.6,-1.6,0.5,0.3,+0.5,+0.5,+0.5,0.07,7,0.14,0.33,3,42.9,17.0,0,221,345,64.1,6,10,3,0,10,4043,1920,109,136,80.1,81,118,68.6,27,74,36.5,13,6,2,2,1,2,0,2,0,1,0,0,1,0,207,1076,590,6,6,0,11,8,216,10,216,10,207,1076,590,6,6,0,11,8,14,9,7,7,0,5,12,41.7,7,8,6,2,9,23,37,0,301,44,7,0,1,5,23,1,0,1,0,0,8,2,40,0,0,0,0,56,Match Report
227,Huddersfield,2018-11-10,1.1,274,12,3,60,344,2,1249,28,272,,West Ham,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,1.1,1.1,-0.5,-0.5,0.9,0.7,-0.1,-0.1,+0.1,0.07,15,0.07,0.14,7,46.7,21.1,1,274,396,69.2,10,28,6,2,29,4964,2418,139,163,85.3,86,120,71.7,39,81,48.1,28,21,3,2,1,1,0,2,2,0,0,0,0,0,219,1249,664,17,15,6,16,12,272,29,272,29,219,1249,664,17,15,6,16,12,18,12,8,9,1,4,15,26.7,11,18,5,13,10,28,27,0,344,45,10,3,2,16,17,5,0,5,0,7,11,3,22,7,0,0,0,60,Match Report
228,Leicester City,2018-11-10,1.8,423,7,3,57,499,0,2019,41,422,,Burnley,eng Premier League,D 0-0,0,0,0,62,0,0,0,0,1.8,1.8,+1.5,+1.5,1.5,0.8,-1.8,-1.8,-1.5,0.08,22,0.00,0.00,4,18.2,17.7,1,423,562,75.3,16,26,14,6,48,7072,2734,198,233,85.0,150,185,81.1,47,95,49.5,41,32,4,1,3,1,0,0,0,0,0,0,0,0,362,2019,1141,34,19,10,17,3,422,48,422,48,362,2019,1141,34,19,10,17,3,13,7,5,7,1,4,8,50.0,4,6,2,4,7,20,18,1,499,62,11,0,3,42,34,12,4,6,0,1,15,3,13,1,0,0,0,57,Match Report
229,Burnley,2018-11-10,0.4,220,5,3,51,283,0,849,10,219,@,Leicester City,eng Premier League,D 0-0,0,0,0,38,0,0,0,0,0.4,0.4,-1.5,-1.5,0.2,0.2,-0.4,-0.4,-0.2,0.07,6,0.00,0.00,1,16.7,19.8,2,220,339,64.9,3,18,3,2,11,4086,2038,104,142,73.2,70,94,74.5,35,80,43.8,10,6,1,0,1,2,0,0,0,0,0,0,0,0,153,849,417,10,8,0,11,9,219,11,219,11,153,849,417,10,8,0,11,9,9,5,2,6,1,6,15,40.0,9,18,9,9,7,16,42,1,283,54,12,1,1,11,28,1,0,1,0,2,5,3,27,2,0,0,0,51,Match Report
230,Bournemouth,2018-11-10,1.6,432,10,3,49,498,2,2223,22,430,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1.6,1.6,-0.6,-0.6,1.4,1.0,-0.6,-0.6,-0.4,0.12,14,0.07,0.25,4,28.6,14.9,1,432,559,77.3,9,37,6,1,54,7423,2641,198,245,80.8,174,207,84.1,43,59,72.9,22,11,6,0,3,2,0,2,0,1,0,1,0,0,423,2223,1259,23,12,5,17,11,430,54,430,54,423,2223,1259,23,12,5,17,11,18,10,8,10,0,9,17,52.9,8,12,4,8,10,28,42,0,498,59,10,1,5,22,23,10,7,1,0,2,18,3,38,2,0,0,0,49,Match Report
231,Cardiff City,2018-11-10,2.1,380,7,3,65,467,1,1897,31,375,,Brighton,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,2.1,2.1,+1.6,+1.6,0.7,0.5,-0.1,-0.1,-0.7,0.13,20,0.10,0.40,5,25.0,20.4,1,380,516,73.6,12,44,3,0,45,6597,2085,178,213,83.6,165,197,83.8,31,92,33.7,31,19,2,1,7,2,0,1,0,0,0,1,0,0,330,1897,1085,21,15,6,16,9,375,45,375,45,330,1897,1085,21,15,6,16,9,12,7,6,5,1,4,14,28.6,10,8,1,7,9,21,7,1,467,49,20,1,2,20,21,4,2,0,1,0,3,3,18,0,0,0,0,65,Match Report
232,West Ham,2018-11-10,1.7,381,12,3,58,444,1,1634,16,380,@,Huddersfield,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,1.7,1.7,+0.5,+0.5,1.1,0.5,-0.7,-0.7,-1.1,0.16,12,0.08,0.33,3,25.0,15.6,1,381,504,75.6,7,25,3,0,48,6979,2681,158,183,86.3,161,191,84.3,42,83,50.6,16,9,1,2,3,1,0,1,0,0,0,1,0,0,319,1634,821,17,8,6,22,14,380,48,380,48,319,1634,821,17,8,6,22,14,18,12,15,3,0,6,11,54.5,5,9,1,8,10,28,25,1,444,57,15,1,2,20,26,6,3,3,0,3,16,3,30,3,0,0,0,58,Match Report
233,Wolves,2018-11-11,1.9,231,9,3,62,280,2,1217,21,231,@,Arsenal,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,1.9,1.9,+1.0,+1.0,1.8,0.8,-0.9,-0.9,-0.8,0.15,13,0.08,0.20,5,38.5,19.9,0,231,325,71.1,12,18,6,0,20,4346,2020,112,132,84.8,66,86,76.7,42,78,53.8,21,15,1,2,1,0,2,2,2,0,0,0,0,0,204,1217,737,19,9,6,16,9,231,20,231,20,204,1217,737,19,9,6,16,9,19,9,13,6,0,11,20,55.0,9,21,4,17,28,47,30,0,280,43,9,1,4,7,20,2,1,1,0,2,6,3,17,2,0,0,0,62,Match Report
234,Manchester City,2018-11-11,1.9,668,12,3,50,707,6,3330,33,662,,Manchester Utd,eng Premier League,W 3-1,3,1,+2,65,3,0,0,0,1.9,1.9,+0.8,+1.6,1.8,1.4,+1.1,+1.1,+1.2,0.11,17,0.18,0.60,5,29.4,18.8,0,668,750,89.1,16,54,13,3,55,10464,3023,331,351,94.3,244,267,91.4,49,66,74.2,33,28,1,2,0,1,1,6,6,0,0,0,0,0,588,3330,1786,31,29,10,7,11,662,54,662,54,588,3330,1786,31,29,10,7,11,13,12,4,8,1,7,11,63.6,4,11,4,7,8,21,18,0,707,43,12,4,4,25,19,5,1,4,0,0,19,3,15,0,0,1,0,50,Match Report
235,Fulham,2018-11-11,0.5,213,8,3,48,248,0,1045,12,209,@,Liverpool,eng Premier League,L 0-2,0,2,-2,29,0,0,0,0,0.5,0.5,-1.3,-1.3,0.2,0.2,-0.5,-0.5,-0.2,0.06,8,0.00,0.00,3,37.5,26.7,0,213,313,68.1,5,16,2,0,24,3787,1787,112,129,86.8,69,98,70.4,26,63,41.3,12,9,1,1,0,0,1,0,0,0,0,0,0,0,159,1045,454,11,7,2,17,13,209,24,209,24,159,1045,454,11,7,2,17,13,15,8,11,4,0,5,14,35.7,9,17,7,10,14,29,33,0,248,60,12,0,5,11,30,3,1,1,0,5,8,3,16,5,0,0,0,48,Match Report
236,Arsenal,2018-11-11,0.9,670,10,3,62,735,2,3452,13,665,,Wolves,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,0.9,0.9,-1.0,-1.0,0.7,1.0,+0.1,+0.1,+0.3,0.09,10,0.10,0.33,3,30.0,20.4,0,670,796,84.2,5,60,14,1,81,11088,3303,307,338,90.8,285,322,88.5,46,73,63.0,13,11,1,0,1,0,0,2,1,1,0,0,0,0,633,3452,1850,32,26,2,14,8,665,81,665,81,633,3452,1850,32,26,2,14,8,12,10,4,7,1,3,10,30.0,7,8,2,6,8,20,4,3,735,60,18,0,5,27,27,11,2,4,0,1,22,3,25,1,0,0,0,62,Match Report
237,Everton,2018-11-11,0.3,256,11,3,56,286,0,1302,11,255,@,Chelsea,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,0.3,0.3,-0.8,-0.8,0.3,0.4,-0.3,-0.3,-0.3,0.05,6,0.00,0.00,1,16.7,21.4,0,256,348,73.6,5,12,2,1,23,4892,2086,116,133,87.2,95,120,79.2,38,71,53.5,11,7,2,0,1,1,0,0,0,0,0,0,0,0,248,1302,610,18,12,3,11,10,255,23,255,23,248,1302,610,18,12,3,11,10,21,11,7,13,1,5,13,38.5,8,7,4,3,14,35,22,0,286,55,12,1,4,10,19,5,2,2,0,7,5,3,15,7,0,0,0,56,Match Report
238,Chelsea,2018-11-11,1.2,645,11,3,56,676,0,2686,28,642,,Everton,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,1.2,1.2,+0.8,+0.8,1.0,1.5,-1.2,-1.2,-1.0,0.08,15,0.00,0.00,4,26.7,21.5,1,645,736,87.6,12,49,10,2,70,10100,3330,330,356,92.7,247,266,92.9,40,71,56.3,28,20,3,1,1,3,0,0,0,0,0,0,0,0,520,2686,1664,15,10,1,16,16,642,70,642,70,520,2686,1664,15,10,1,16,16,19,11,4,10,5,9,17,52.9,8,5,2,3,4,23,15,0,676,55,17,6,8,16,23,5,1,2,1,5,4,3,20,5,0,0,0,56,Match Report
239,Liverpool,2018-11-11,1.8,666,11,3,54,726,4,2411,38,665,,Fulham,eng Premier League,W 2-0,2,0,+2,71,2,0,0,0,1.8,1.8,+1.3,+1.3,1.4,0.7,+0.2,+0.2,+0.6,0.08,21,0.10,0.29,7,33.3,20.1,3,666,780,85.4,15,51,16,3,60,11518,3643,290,320,90.6,280,316,88.6,66,97,68.0,38,29,2,2,2,3,0,4,3,1,0,0,0,0,526,2411,1164,24,14,7,20,10,665,60,665,60,526,2411,1164,24,14,7,20,10,18,11,6,8,4,5,12,41.7,7,7,1,6,8,26,15,0,726,52,11,3,9,20,26,6,1,4,0,2,11,3,11,2,0,0,0,54,Match Report
240,Manchester Utd,2018-11-11,1.1,335,9,3,46,369,2,1060,12,332,@,Manchester City,eng Premier League,L 1-3,1,3,-2,35,0,1,1,0,1.1,0.3,-0.8,-1.6,0.2,0.4,-0.1,-0.3,-0.2,0.06,5,0.00,,0,0.0,19.5,0,335,409,81.9,4,13,6,1,26,5979,2529,157,173,90.8,134,147,91.2,35,61,57.4,12,8,2,0,0,2,0,2,1,0,0,0,1,0,219,1060,488,10,11,2,15,6,332,26,332,26,219,1060,488,10,11,2,15,6,18,9,11,6,1,7,18,38.9,11,21,6,15,6,24,33,1,369,40,11,1,2,11,14,1,1,0,0,0,11,3,23,0,1,0,0,46,Match Report
241,Crystal Palace,2018-11-24,1.2,289,11,2,44,338,0,1742,23,287,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,1.2,1.2,+0.3,+0.3,0.6,0.4,-1.2,-1.2,-0.6,0.09,13,0.00,0.00,2,15.4,22.6,0,289,390,74.1,9,27,6,1,21,4614,2023,157,173,90.8,93,125,74.4,28,62,45.2,23,19,0,2,2,0,0,0,0,0,0,0,0,0,245,1742,922,25,17,8,10,17,287,21,287,21,245,1742,922,25,17,8,10,17,13,11,9,3,1,6,9,66.7,3,9,3,6,13,26,38,0,338,49,14,0,3,8,22,3,1,0,2,3,9,2,2,3,0,0,0,44,Match Report
242,Liverpool,2018-11-24,1.2,556,9,3,58,631,5,2336,17,549,@,Watford,eng Premier League,W 3-0,3,0,+3,63,3,0,0,0,1.2,1.2,+0.8,+0.8,0.8,0.7,+1.8,+1.8,+0.2,0.14,10,0.30,0.43,7,70.0,16.7,1,556,685,81.2,6,41,9,2,54,9387,3008,263,306,85.9,230,261,88.1,44,81,54.3,17,10,2,1,2,1,1,5,3,0,0,1,1,0,541,2336,1140,12,17,2,20,10,549,53,549,53,541,2336,1140,12,17,2,20,10,13,9,7,3,3,4,11,36.4,7,4,0,4,13,26,23,0,631,50,15,3,3,18,22,5,2,1,1,4,8,3,8,4,0,0,0,58,Match Report
243,Fulham,2018-11-24,1.3,284,9,3,47,359,6,1038,19,284,,Southampton,eng Premier League,W 3-2,3,2,+1,38,3,0,0,0,1.3,1.3,-0.1,-0.1,1.3,0.7,+1.7,+1.7,+1.7,0.13,10,0.30,0.60,5,50.0,15.3,0,284,407,69.8,10,29,8,3,37,5350,2214,119,144,82.6,121,155,78.1,35,81,43.2,19,15,2,2,0,0,0,6,5,0,1,0,0,0,189,1038,509,12,5,3,10,15,284,37,284,37,189,1038,509,12,5,3,10,15,20,9,12,5,3,7,17,41.2,10,7,5,2,8,28,47,0,359,44,7,1,4,11,22,2,2,0,0,4,4,3,15,4,0,0,0,47,Match Report
244,Chelsea,2018-11-24,1.0,496,7,3,58,536,2,2381,25,493,@,Tottenham,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,1.0,1.0,-2.1,-2.1,0.9,0.9,0.0,0.0,+0.1,0.08,13,0.08,0.50,2,15.4,17.5,0,496,600,82.7,11,30,11,4,50,8275,3180,262,292,89.7,159,190,83.7,55,77,71.4,25,17,1,3,1,1,2,2,2,0,0,0,0,0,419,2381,1254,20,22,6,18,7,493,50,493,50,419,2381,1254,20,22,6,18,7,15,7,6,5,4,5,17,29.4,12,12,3,9,22,37,8,0,536,59,22,6,7,21,20,4,3,1,0,5,10,3,27,5,0,0,0,58,Match Report
245,Manchester Utd,2018-11-24,0.9,450,13,3,53,510,0,2220,23,449,,Crystal Palace,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,0.9,0.9,-0.3,-0.3,0.8,1.6,-0.9,-0.9,-0.8,0.08,12,0.00,0.00,5,41.7,16.5,0,450,568,79.2,10,52,12,2,73,7879,3185,243,280,86.8,148,182,81.3,52,81,64.2,23,19,2,0,1,1,0,0,0,0,0,0,0,0,401,2220,1242,24,13,5,16,7,449,73,449,73,401,2220,1242,24,13,5,16,7,23,13,14,7,2,6,17,35.3,11,10,2,8,5,28,18,1,510,56,15,1,11,31,22,10,7,2,0,2,8,3,28,2,0,0,0,53,Match Report
246,Everton,2018-11-24,2.1,450,5,3,57,522,1,2444,27,446,,Cardiff City,eng Premier League,W 1-0,1,0,+1,70,1,0,0,0,2.1,2.1,+1.1,+1.1,1.1,1.3,-1.1,-1.1,-1.1,0.14,16,0.06,0.14,7,43.8,15.6,0,450,575,78.3,11,33,8,1,62,7463,2782,228,267,85.4,172,198,86.9,38,75,50.7,27,14,5,4,3,1,0,1,0,0,0,1,0,0,423,2444,1423,27,17,6,25,12,446,62,446,62,423,2444,1423,27,17,6,25,12,12,5,7,2,3,5,5,100.0,0,9,2,7,10,22,23,1,522,53,13,2,2,26,27,7,6,1,0,0,19,3,11,0,0,0,0,57,Match Report
247,Manchester City,2018-11-24,2.7,763,10,3,68,827,8,3027,15,759,@,West Ham,eng Premier League,W 4-0,4,0,+4,69,4,0,0,0,2.7,2.7,+1.9,+1.9,2.0,1.3,+1.3,+1.3,+1.0,0.30,9,0.44,0.67,6,66.7,10.5,0,763,862,88.5,8,46,8,0,61,11062,3292,427,454,94.1,239,265,90.2,45,69,65.2,15,13,0,1,1,0,0,8,7,0,1,0,0,0,676,3027,1489,25,20,5,19,12,759,59,759,59,676,3027,1489,25,20,5,19,12,13,10,10,3,0,9,16,56.3,7,11,3,8,18,31,14,1,827,32,8,5,4,4,13,1,0,0,0,3,12,3,16,3,0,0,0,68,Match Report
248,Watford,2018-11-24,0.4,267,9,2,55,347,0,1002,10,266,,Liverpool,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,0.4,0.4,-0.8,-0.8,0.4,0.3,-0.4,-0.4,-0.4,0.08,5,0.00,0.00,1,20.0,18.5,0,267,394,67.8,4,25,7,1,22,4747,2034,126,162,77.8,95,124,76.6,34,76,44.7,10,9,1,0,0,0,0,0,0,0,0,0,0,0,236,1002,527,10,8,1,15,9,266,22,266,22,236,1002,527,10,8,1,15,9,14,9,6,7,1,4,13,30.8,9,8,0,8,15,29,24,0,347,43,16,1,2,13,15,5,2,1,0,4,6,2,25,4,0,0,0,55,Match Report
249,Brighton,2018-11-24,1.0,364,13,3,53,435,2,1519,27,362,,Leicester City,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,1.0,1.0,-0.1,+0.6,0.9,0.7,0.0,0.0,+0.1,0.07,14,0.07,0.33,3,21.4,17.3,1,364,494,73.7,12,22,6,1,41,6853,2441,165,192,85.9,141,179,78.8,51,91,56.0,27,19,2,0,3,1,2,2,1,1,0,0,0,0,345,1519,653,13,10,6,14,10,362,41,362,41,345,1519,653,13,10,6,14,10,19,13,8,7,4,11,17,64.7,6,10,2,8,12,31,13,0,435,54,7,0,4,25,29,6,5,1,0,5,18,3,10,5,0,1,0,53,Match Report
250,Tottenham,2018-11-24,3.1,300,7,2,61,347,6,1270,33,297,,Chelsea,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,3.1,3.1,+2.1,+2.1,2.8,1.6,-0.1,-0.1,+0.2,0.18,18,0.17,0.33,9,50.0,13.6,0,300,399,75.2,16,25,8,3,34,5673,2612,149,172,86.6,99,127,78.0,45,77,58.4,33,21,5,3,1,2,1,6,3,1,1,0,1,0,199,1270,627,15,13,5,17,10,297,34,297,34,199,1270,627,15,13,5,17,10,12,7,6,3,3,5,20,25.0,15,15,6,9,10,22,23,0,347,49,17,1,4,9,15,4,0,1,0,3,9,2,9,3,0,0,0,61,Match Report
251,Leicester City,2018-11-24,1.2,307,12,3,47,359,2,1021,14,303,@,Brighton,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,1.2,0.4,+0.1,-0.6,0.4,0.5,-0.2,-0.4,-0.4,0.06,7,0.00,0.00,2,28.6,18.5,0,307,417,73.6,5,19,6,1,39,5744,2397,144,170,84.7,115,150,76.7,42,72,58.3,14,7,3,0,1,3,0,2,0,0,0,1,1,0,197,1021,495,4,8,0,17,8,303,38,303,38,197,1021,495,4,8,0,17,8,17,12,5,11,1,7,15,46.7,8,17,3,14,15,32,24,1,359,57,14,0,3,12,34,1,1,0,0,1,10,3,38,1,1,0,0,47,Match Report
252,Cardiff City,2018-11-24,1.0,128,7,3,54,198,0,887,11,124,@,Everton,eng Premier League,L 0-1,0,1,-1,30,0,0,0,0,1.0,1.0,-1.1,-1.1,0.9,0.6,-1.0,-1.0,-0.9,0.15,7,0.00,0.00,1,14.3,13.9,0,128,249,51.4,6,11,0,0,13,2802,1672,49,83,59.0,49,75,65.3,26,73,35.6,11,4,5,0,0,2,0,0,0,0,0,0,0,0,114,887,427,8,8,2,12,7,124,11,124,11,114,887,427,8,8,2,12,7,16,7,11,4,1,4,16,25.0,12,21,4,17,14,30,36,1,198,50,12,1,2,7,21,3,3,0,0,1,7,3,16,1,0,0,0,54,Match Report
253,Southampton,2018-11-24,1.3,526,13,2,49,616,3,1906,31,520,@,Fulham,eng Premier League,L 2-3,2,3,-1,62,2,0,0,0,1.3,1.3,+0.1,+0.1,0.9,0.8,+0.7,+0.7,+0.1,0.07,19,0.11,0.25,8,42.1,19.6,0,526,675,77.9,12,42,9,2,51,9800,2821,218,250,87.2,239,278,86.0,64,125,51.2,31,17,5,2,5,2,0,3,2,1,0,0,0,0,382,1906,1023,23,16,5,9,13,520,51,520,51,382,1906,1023,23,16,5,9,13,19,13,8,8,3,4,15,26.7,11,5,2,3,7,26,12,0,616,58,14,0,9,33,31,5,2,2,1,1,7,2,17,1,0,0,0,49,Match Report
254,West Ham,2018-11-24,0.9,286,9,3,58,351,0,1274,16,285,,Manchester City,eng Premier League,L 0-4,0,4,-4,31,0,0,0,0,0.9,0.9,-1.9,-1.9,0.8,0.5,-0.9,-0.9,-0.8,0.10,9,0.00,0.00,1,11.1,17.9,1,286,393,72.8,8,23,5,1,40,5345,2155,120,149,80.5,103,132,78.0,49,82,59.8,16,12,2,0,0,1,1,0,0,0,0,0,0,0,223,1274,682,19,13,3,14,4,285,40,285,40,223,1274,682,19,13,3,14,4,21,9,11,9,1,9,19,47.4,10,13,1,12,14,35,11,1,351,40,5,2,1,13,16,8,3,4,0,2,8,3,35,2,0,0,0,58,Match Report
255,Bournemouth,2018-11-25,0.6,327,7,3,51,392,2,1568,21,325,,Arsenal,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,0.6,0.6,-1.0,-1.0,0.5,0.6,+0.4,+0.4,+0.5,0.06,11,0.09,0.20,5,45.5,19.7,1,327,450,72.7,10,29,9,4,44,5595,2358,170,198,85.9,120,163,73.6,34,67,50.7,21,17,0,1,0,1,2,2,2,0,0,0,0,0,328,1568,730,14,12,3,16,16,325,43,325,43,328,1568,730,14,12,3,16,16,14,7,10,2,2,5,8,62.5,3,11,5,6,13,27,33,1,392,54,9,1,2,22,24,5,1,4,0,4,15,3,15,4,0,0,1,51,Match Report
256,Arsenal,2018-11-25,1.6,497,15,3,55,575,2,2083,32,494,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,58,1,0,0,0,1.6,1.6,+1.0,+1.0,1.2,1.2,-0.6,-0.6,-0.2,0.08,20,0.05,0.25,4,20.0,17.8,0,497,628,79.1,11,35,17,2,55,7913,2656,245,282,86.9,191,224,85.3,36,77,46.8,32,24,0,3,2,0,3,2,2,0,0,0,0,0,397,2083,1048,18,14,5,13,9,494,55,494,55,397,2083,1048,18,14,5,13,9,20,15,8,7,5,4,11,36.4,7,17,4,13,8,28,22,0,575,51,10,0,3,21,25,8,3,2,0,2,9,3,7,2,0,0,0,55,Match Report
257,Huddersfield,2018-11-25,0.7,456,19,3,77,548,4,1672,22,452,@,Wolves,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,0.7,0.7,-0.1,-0.1,0.5,0.5,+1.3,+1.3,+0.5,0.05,14,0.14,0.33,6,42.9,20.8,1,456,589,77.4,10,26,5,2,38,7844,2889,227,259,87.6,151,188,80.3,58,102,56.9,22,14,3,0,2,1,2,4,3,0,0,0,1,0,364,1672,643,17,18,2,11,15,452,37,452,37,364,1672,643,17,18,2,11,15,28,19,7,18,3,11,20,55.0,9,11,4,7,25,53,22,0,548,40,9,0,2,19,20,5,1,1,0,1,14,3,1,1,0,0,0,77,Match Report
258,Wolves,2018-11-25,0.8,370,13,3,66,443,0,1712,18,365,,Huddersfield,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,0.8,0.8,+0.1,+0.1,0.4,0.5,-0.8,-0.8,-0.4,0.07,12,0.00,0.00,2,16.7,17.0,2,370,496,74.6,8,31,5,1,35,6567,2795,167,202,82.7,150,192,78.1,42,72,58.3,18,14,1,0,1,2,0,0,0,0,0,0,0,0,276,1712,719,14,9,2,17,17,365,35,365,35,276,1712,719,14,9,2,17,17,21,13,10,11,0,6,10,60.0,4,15,4,11,16,37,21,2,443,52,6,1,2,13,34,3,2,1,0,1,10,3,35,1,0,0,0,66,Match Report
259,Newcastle Utd,2018-11-26,1.6,381,8,2,71,452,2,1576,24,380,@,Burnley,eng Premier League,W 2-1,2,1,+1,43,1,0,0,0,1.6,1.6,-0.2,-0.2,0.8,0.5,-0.6,-0.6,+0.2,0.11,17,0.06,0.50,2,11.8,21.0,0,381,484,78.7,14,22,6,4,26,7108,2600,163,182,89.6,147,176,83.5,54,93,58.1,24,20,1,1,2,0,0,2,2,0,0,0,0,0,287,1576,852,19,15,3,13,10,380,26,380,26,287,1576,852,19,15,3,13,10,12,8,4,8,0,3,18,16.7,15,5,2,3,13,25,47,0,452,31,7,1,5,20,11,5,2,0,0,1,7,2,11,1,0,0,0,71,Match Report
260,Burnley,2018-11-26,1.8,517,8,2,63,589,2,2187,24,516,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1.8,1.8,+0.2,+0.2,1.7,1.3,-0.8,-0.8,-0.7,0.13,14,0.07,0.25,4,28.6,17.5,0,517,639,80.9,11,39,10,4,44,9542,3114,239,266,89.8,190,222,85.6,77,123,62.6,24,20,1,0,1,2,0,2,2,0,0,0,0,0,349,2187,1213,25,14,2,12,9,516,44,516,44,349,2187,1213,25,14,2,12,9,15,8,6,9,0,5,12,41.7,7,12,7,5,8,23,23,1,589,49,12,0,4,27,24,5,2,3,0,1,6,2,9,1,0,0,1,63,Match Report
261,Wolves,2018-11-30,0.8,267,13,3,62,339,1,1260,28,264,@,Cardiff City,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,0.8,0.8,-0.2,-0.2,0.5,1.1,+0.2,+0.2,-0.5,0.05,15,0.07,0.25,4,26.7,19.4,0,267,397,67.3,11,24,6,1,43,5098,2635,117,145,80.7,96,137,70.1,41,78,52.6,28,25,1,0,2,0,0,1,0,0,0,1,0,0,215,1260,660,15,7,4,20,14,264,42,264,42,215,1260,660,15,7,4,20,14,21,13,10,10,1,12,19,63.2,7,13,7,6,8,29,48,0,339,58,5,0,6,18,32,6,2,3,0,0,12,3,17,0,0,0,0,62,Match Report
