Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
51,Theo Walcott,0.0,0,12,1,0,2021-08-14,32-151,eng ENG,Southampton,@,Everton,eng Premier League,L 1-3,Y,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,12,20,60.0,0,0,0,0,0,153,16,8,9,88.9,4,9,44.4,0,1,0.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,"MF,FW",Match Report
52,Rodrigo,0.0,0,15,1,0,2021-08-14,30-161,es ESP,Leeds United,@,Manchester Utd,eng Premier League,L 1-5,Y,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,18,83.3,0,0,1,0,2,199,23,8,9,88.9,6,7,85.7,0,0,,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,"MF,FW",Match Report
53,Çağlar Söyüncü,0.0,0,87,2,0,2021-08-14,25-083,tr TUR,Leicester City,,Wolves,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,87,95,91.6,0,2,0,0,1,1522,573,34,34,100.0,50,53,94.3,3,6,50.0,2,1,1,1,0,0,0,,0,2,1,1,1,3,2,0,0,0,0,0,4,DF,Match Report
54,Matty Cash,0.0,1,60,4,0,2021-08-14,24-007,pl POL,Aston Villa,@,Watford,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.01,1,0.00,,0,0.0,25.0,0,1,0.00,,0,0.0,25.0,0,60,82,73.2,1,6,2,0,6,970,323,33,37,89.2,22,31,71.0,5,13,38.5,4,4,1,2,1,2,2,100.0,0,0,0,0,4,8,0,0,0,0,0,0,6,DF,Match Report
55,Junior Firpo,0.0,0,30,0,0,2021-08-14,24-357,do DOM,Leeds United,@,Manchester Utd,eng Premier League,L 1-5,N,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,30,34,88.2,0,0,0,0,6,555,277,13,15,86.7,15,16,93.8,2,2,100.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,6,"DF,MF",Match Report
56,Moussa Djenepo,0.0,0,17,4,0,2021-08-14,23-060,ml MLI,Southampton,@,Everton,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,17,28,60.7,0,1,3,1,2,230,66,7,13,53.8,6,6,100.0,1,2,50.0,4,1,2,2,0,2,2,100.0,0,1,0,1,0,4,2,0,0,0,0,0,1,MF,Match Report
57,Ashley Barnes,0.0,0,1,0,0,2021-08-14,31-288,eng ENG,Burnley,,Brighton,eng Premier League,L 1-2,N,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,3,33.3,1,1,0,0,1,11,11,1,1,100.0,0,0,,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,1,FW,Match Report
58,Mateusz Klich,0.1,2,34,2,0,2021-08-14,31-062,pl POL,Leeds United,@,Manchester Utd,eng Premier League,L 1-5,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,2,0.00,0.00,1,50.0,24.2,0,2,0.00,0.00,1,50.0,24.2,0,34,46,73.9,0,3,0,0,3,518,80,19,21,90.5,12,16,75.0,2,5,40.0,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,0,0,0,0,6,MF,Match Report
59,Lewis Dunk,0.0,0,72,0,0,2021-08-14,29-266,eng ENG,Brighton,@,Burnley,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,72,80,90.0,0,2,0,0,2,1376,398,19,20,95.0,45,45,100.0,7,14,50.0,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0,0,0,0,0,5,DF,Match Report
60,Adam Idah,0.5,1,3,0,0,2021-08-14,20-184,ie IRL,Norwich City,,Liverpool,eng Premier League,L 0-3,N,14,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,-0.5,-0.5,0.0,0.47,1,0.00,0.00,1,100.0,3.6,0,1,0.00,0.00,1,100.0,3.6,0,3,5,60.0,0,0,0,0,1,55,1,1,2,50.0,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
61,Conor Coady,0.0,0,48,1,1,2021-08-14,28-170,eng ENG,Wolves,@,Leicester City,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,48,54,88.9,0,0,0,0,1,1147,480,6,6,100.0,30,33,90.9,12,14,85.7,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,1,0,0,0,9,DF,Match Report
62,Anthony Gordon,0.0,0,2,0,0,2021-08-14,20-171,eng ENG,Everton,,Southampton,eng Premier League,W 3-1,N,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,3,66.7,0,1,0,0,0,12,4,2,2,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,FW",Match Report
63,Emmanuel Dennis,0.6,5,12,2,0,2021-08-14,23-272,ng NGA,Watford,,Aston Villa,eng Premier League,W 3-2,Y,65,1,1,2,1,0,0,0,0.6,0.6,0.2,0.8,0.0,0.8,+0.4,+0.4,+0.8,0.12,5,0.20,0.33,3,60.0,14.0,0,5,0.20,0.33,3,60.0,14.0,0,12,15,80.0,3,4,0,0,2,127,36,6,7,85.7,4,5,80.0,0,0,,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,0,0,0,0,6,"FW,MF",Match Report
64,Kieran Dowell,0.0,0,4,0,0,2021-08-14,23-308,eng ENG,Norwich City,,Liverpool,eng Premier League,L 0-3,N,5,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,4,5,80.0,2,0,0,0,0,59,13,3,3,100.0,0,1,0.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
65,James Milner,0.0,0,63,3,0,2021-08-14,35-222,eng ENG,Liverpool,@,Norwich City,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,63,71,88.7,1,3,1,1,8,1120,295,28,31,90.3,24,27,88.9,9,11,81.8,3,1,1,2,0,1,2,50.0,1,2,1,1,2,5,1,0,0,0,0,0,3,"MF,DF",Match Report
66,Morgan Gibbs-White,0.1,1,4,0,0,2021-08-14,21-199,eng ENG,Wolves,@,Leicester City,eng Premier League,L 0-1,N,5,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.11,1,0.00,,0,0.0,17.2,0,1,0.00,,0,0.0,17.2,0,4,6,66.7,0,2,0,0,2,54,19,3,4,75.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,"DF,FW",Match Report
67,Jeffrey Schlupp,0.1,1,9,1,0,2021-08-14,28-234,gh GHA,Crystal Palace,@,Chelsea,eng Premier League,L 0-3,Y,56,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,1,0.00,,0,0.0,9.7,0,1,0.00,,0,0.0,9.7,0,9,13,69.2,0,0,0,0,0,150,0,6,8,75.0,3,4,75.0,0,0,,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,0,0,0,0,4,"MF,FW",Match Report
68,Edouard Mendy,0.0,0,19,0,0,2021-08-14,29-166,sn SEN,Chelsea,,Crystal Palace,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,21,90.5,0,0,0,0,0,335,206,11,11,100.0,6,7,85.7,2,3,66.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
69,Raphinha,0.3,2,27,4,0,2021-08-14,24-243,br BRA,Leeds United,@,Manchester Utd,eng Premier League,L 1-5,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.3,-0.3,-0.1,0.13,2,0.00,,0,0.0,17.1,0,2,0.00,,0,0.0,17.1,0,27,45,60.0,1,3,1,1,1,401,106,12,13,92.3,12,20,60.0,1,10,10.0,4,3,2,2,0,1,2,50.0,1,3,0,3,1,5,0,0,0,0,0,0,5,"FW,MF",Match Report
70,James Ward-Prowse,0.0,0,50,3,0,2021-08-14,26-286,eng ENG,Southampton,@,Everton,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.3,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,50,67,74.6,2,3,0,0,1,910,328,14,17,82.4,29,33,87.9,4,13,30.8,3,3,1,1,1,1,3,33.3,2,1,1,0,1,4,2,0,0,0,0,0,8,MF,Match Report
71,Alex McCarthy,0.0,0,17,0,0,2021-08-14,31-254,eng ENG,Southampton,@,Everton,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,17,29,58.6,0,1,0,0,0,574,479,2,2,100.0,9,9,100.0,6,18,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
72,Alex Oxlade-Chamberlain,0.0,2,17,0,0,2021-08-14,27-364,eng ENG,Liverpool,@,Norwich City,eng Premier League,W 3-0,Y,60,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2,0.00,,0,0.0,28.2,0,2,0.00,,0,0.0,28.2,0,17,21,81.0,0,1,0,0,2,295,53,8,8,100.0,8,11,72.7,1,1,100.0,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,0,0,0,0,1,"MF,FW",Match Report
73,Leandro Trossard,0.1,1,18,1,0,2021-08-14,26-253,be BEL,Brighton,@,Burnley,eng Premier League,W 2-1,Y,75,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,10.7,0,1,0.00,,0,0.0,10.7,0,18,27,66.7,0,4,1,0,5,312,49,8,11,72.7,7,11,63.6,2,2,100.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,4,"FW,MF",Match Report
74,Leon Bailey,0.1,2,5,1,0,2021-08-14,24-005,jm JAM,Aston Villa,@,Watford,eng Premier League,L 2-3,N,31,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.1,-0.1,-0.1,+0.9,0.04,2,0.00,,0,0.0,22.7,1,2,0.00,,0,0.0,22.7,1,5,8,62.5,1,0,0,0,0,68,12,4,4,100.0,1,3,33.3,0,1,0.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,"FW,MF",Match Report
75,Harvey Barnes,0.1,1,10,0,1,2021-08-14,23-248,eng ENG,Leicester City,,Wolves,eng Premier League,W 1-0,Y,71,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.08,1,0.00,0.00,1,100.0,12.2,0,1,0.00,0.00,1,100.0,12.2,0,10,16,62.5,0,1,0,0,2,133,26,7,7,100.0,3,7,42.9,0,0,,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,1,0,0,0,1,"FW,MF",Match Report
76,Lukas Rupp,0.1,4,36,2,0,2021-08-14,30-218,de GER,Norwich City,,Liverpool,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,4,0.00,,0,0.0,22.4,0,4,0.00,,0,0.0,22.4,0,36,46,78.3,0,3,0,0,5,477,130,17,18,94.4,14,15,93.3,1,4,25.0,2,2,2,0,0,2,3,66.7,1,2,0,2,0,2,2,0,0,0,0,0,4,MF,Match Report
77,Luke Ayling,0.1,2,59,2,0,2021-08-14,29-354,eng ENG,Leeds United,@,Manchester Utd,eng Premier League,L 1-5,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.03,2,0.50,1.00,1,50.0,22.0,0,2,0.50,1.00,1,50.0,22.0,0,59,75,78.7,0,4,1,1,6,1101,429,29,32,90.6,22,25,88.0,7,12,58.3,2,1,2,0,0,1,4,25.0,3,2,1,1,1,3,3,0,0,0,0,0,9,DF,Match Report
78,Demarai Gray,0.0,0,15,4,0,2021-08-14,25-047,jm JAM,Everton,,Southampton,eng Premier League,W 3-1,Y,82,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.3,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,15,21,71.4,1,0,1,1,1,213,69,7,8,87.5,6,7,85.7,0,2,0.0,4,3,0,2,2,1,2,50.0,1,1,0,1,0,4,0,0,0,0,0,0,4,"MF,FW",Match Report
79,Rúben Neves,0.0,1,37,1,0,2021-08-14,24-154,pt POR,Wolves,@,Leicester City,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.01,1,0.00,,0,0.0,29.6,0,1,0.00,,0,0.0,29.6,0,37,46,80.4,2,7,2,1,6,908,245,5,8,62.5,24,26,92.3,8,9,88.9,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,2,0,0,0,0,0,5,MF,Match Report
80,Jesurun Rak Sakyi,0.0,0,10,0,0,2021-08-14,18-313,eng ENG,Crystal Palace,@,Chelsea,eng Premier League,L 0-3,N,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,10,12,83.3,0,0,0,0,0,136,20,7,7,100.0,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"FW,MF",Match Report
81,Jamie Vardy,0.3,6,9,0,4,2021-08-14,34-215,eng ENG,Leicester City,,Wolves,eng Premier League,W 1-0,Y,90,1,0,1,1,0,0,0,0.3,0.3,0.1,0.5,0.3,0.5,+0.7,+0.7,-0.1,0.05,6,0.17,0.33,3,50.0,14.8,0,6,0.17,0.33,3,50.0,14.8,0,9,13,69.2,2,0,2,0,4,147,61,5,6,83.3,4,6,66.7,0,1,0.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,4,0,0,0,1,FW,Match Report
82,Jorginho,0.0,0,82,5,0,2021-08-14,29-237,it ITA,Chelsea,,Crystal Palace,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,82,88,93.2,1,16,6,0,14,1388,325,41,43,95.3,28,28,100.0,10,12,83.3,5,1,2,1,2,2,4,50.0,2,2,0,2,2,7,0,0,0,0,0,0,6,MF,Match Report
83,Josh Brownhill,0.0,0,6,2,0,2021-08-14,25-238,eng ENG,Burnley,,Brighton,eng Premier League,L 1-2,N,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,6,10,60.0,1,0,0,0,0,136,13,1,2,50.0,4,5,80.0,1,3,33.3,2,2,1,1,0,0,0,,0,0,0,0,1,3,0,0,0,0,0,0,1,MF,Match Report
84,Jordan Pickford,0.0,0,21,0,0,2021-08-14,27-160,eng ENG,Everton,,Southampton,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,37,56.8,0,1,0,0,0,753,584,4,4,100.0,5,5,100.0,12,28,42.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
85,Ashley Westwood,0.0,0,23,1,0,2021-08-14,31-135,eng ENG,Burnley,,Brighton,eng Premier League,L 1-2,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,+0.4,,0,,,0,,,0,0,,,0,,,0,23,40,57.5,2,6,2,0,7,501,323,9,12,75.0,7,9,77.8,6,16,37.5,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,1,0,0,0,0,0,5,MF,Match Report
86,Timo Werner,0.1,1,13,0,0,2021-08-14,25-161,de GER,Chelsea,,Crystal Palace,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,8.3,0,1,0.00,,0,0.0,8.3,0,13,21,61.9,1,0,0,0,0,174,0,9,11,81.8,4,6,66.7,0,1,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,"FW,MF",Match Report
87,Jay Rodriguez,0.2,1,9,2,1,2021-08-14,32-016,eng ENG,Burnley,,Brighton,eng Premier League,L 1-2,Y,69,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.16,1,0.00,0.00,1,100.0,17.5,0,1,0.00,0.00,1,100.0,17.5,0,9,13,69.2,0,3,0,0,3,97,25,8,9,88.9,1,3,33.3,0,1,0.0,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,1,0,0,0,4,FW,Match Report
88,Nick Pope,0.0,0,17,0,0,2021-08-14,29-117,eng ENG,Burnley,,Brighton,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,17,21,81.0,0,0,0,0,0,551,403,1,1,100.0,7,7,100.0,9,13,69.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
89,Oriol Romeu,0.0,1,30,3,0,2021-08-14,29-324,es ESP,Southampton,@,Everton,eng Premier League,L 1-3,Y,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1,0.00,,0,0.0,26.0,0,1,0.00,,0,0.0,26.0,0,30,45,66.7,0,2,0,0,5,467,105,19,25,76.0,9,13,69.2,2,6,33.3,3,2,0,2,1,1,1,100.0,0,1,0,1,1,4,1,0,0,0,0,0,5,MF,Match Report
90,Neal Maupay,0.6,4,14,1,0,2021-08-14,25-000,fr FRA,Brighton,@,Burnley,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,+0.4,+0.4,0.0,0.14,4,0.25,0.50,2,50.0,11.2,0,4,0.25,0.50,2,50.0,11.2,0,14,18,77.8,0,0,1,0,1,162,5,8,9,88.9,5,7,71.4,0,0,,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,0,0,0,0,2,FW,Match Report
91,Roberto Firmino,0.5,1,8,1,0,2021-08-14,29-316,br BRA,Liverpool,@,Norwich City,eng Premier League,W 3-0,N,30,1,0,1,1,0,0,0,0.5,0.5,0.0,0.6,0.3,0.6,+0.5,+0.5,0.0,0.51,1,1.00,1.00,1,100.0,10.0,0,1,1.00,1.00,1,100.0,10.0,0,8,13,61.5,1,0,1,0,1,95,47,5,5,100.0,2,4,50.0,0,0,,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,0,0,0,0,2,FW,Match Report
92,Chris Wood,0.1,3,11,0,0,2021-08-14,29-250,nz NZL,Burnley,,Brighton,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.0,0.2,-0.1,-0.1,-0.2,0.03,3,0.00,0.00,1,33.3,21.5,0,3,0.00,0.00,1,33.3,21.5,0,11,19,57.9,1,3,0,0,4,123,36,9,13,69.2,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,FW,Match Report
93,Bruno Fernandes,0.6,4,21,0,0,2021-08-14,26-340,pt POR,Manchester Utd,,Leeds United,eng Premier League,W 5-1,Y,90,3,0,3,3,0,0,0,0.6,0.6,0.1,0.7,0.0,0.7,+2.4,+2.4,-0.1,0.16,4,0.75,1.00,3,75.0,18.5,0,4,0.75,1.00,3,75.0,18.5,0,21,32,65.6,3,3,2,0,3,337,78,10,14,71.4,9,11,81.8,1,3,33.3,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,0,0,0,0,0,0,2,MF,Match Report
94,Jean-Philippe Mateta,0.0,0,7,0,0,2021-08-14,24-047,fr FRA,Crystal Palace,@,Chelsea,eng Premier League,L 0-3,Y,56,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,10,70.0,0,0,0,0,0,60,12,6,8,75.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,0,0,0,0,0,FW,Match Report
95,Kasper Schmeichel,0.0,0,33,0,0,2021-08-14,34-282,dk DEN,Leicester City,,Wolves,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,33,39,84.6,0,0,0,0,0,757,501,6,6,100.0,20,20,100.0,7,13,53.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,2,GK,Match Report
96,César Azpilicueta,0.0,1,59,6,0,2021-08-14,31-351,es ESP,Chelsea,,Crystal Palace,eng Premier League,W 3-0,Y,66,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,19.8,0,1,0.00,,0,0.0,19.8,0,59,65,90.8,0,2,4,0,7,893,340,29,30,96.7,25,26,96.2,2,5,40.0,6,3,0,4,2,1,2,50.0,1,1,0,1,0,6,1,0,0,0,0,0,6,DF,Match Report
97,Trevoh Chalobah,0.0,1,77,0,0,2021-08-14,22-040,eng ENG,Chelsea,,Crystal Palace,eng Premier League,W 3-0,Y,90,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,+1.0,+1.0,0.0,0.02,1,1.00,1.00,1,100.0,28.5,0,1,1.00,1.00,1,100.0,28.5,0,77,83,92.8,0,17,1,0,8,1383,468,30,34,88.2,41,42,97.6,6,7,85.7,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,0,0,0,0,1,DF,Match Report
98,Youri Tielemans,0.0,1,70,5,0,2021-08-14,24-099,be BEL,Leicester City,,Wolves,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,-0.1,0.02,1,0.00,0.00,1,100.0,31.5,0,1,0.00,0.00,1,100.0,31.5,0,70,82,85.4,1,5,1,0,11,1113,273,35,41,85.4,26,30,86.7,6,7,85.7,5,5,1,3,1,4,6,66.7,2,2,2,0,0,5,2,0,0,0,0,0,6,MF,Match Report
99,Mason Greenwood,0.1,3,22,0,0,2021-08-14,19-317,eng ENG,Manchester Utd,,Leeds United,eng Premier League,W 5-1,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.3,0.4,0.1,0.4,+0.9,+0.9,-0.3,0.04,3,0.33,0.50,2,66.7,21.8,0,3,0.33,0.50,2,66.7,21.8,0,22,27,81.5,1,3,2,0,4,319,102,13,14,92.9,8,8,100.0,1,4,25.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,5,"FW,MF",Match Report
100,Dominic Calvert-Lewin,1.2,5,10,0,0,2021-08-14,24-151,eng ENG,Everton,,Southampton,eng Premier League,W 3-1,Y,90,1,0,1,1,0,0,0,1.2,1.2,0.0,1.2,0.0,1.2,-0.2,-0.2,0.0,0.23,5,0.20,0.50,2,40.0,7.4,0,5,0.20,0.50,2,40.0,7.4,0,10,17,58.8,0,0,0,0,0,98,9,6,10,60.0,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,3,FW,Match Report
101,Leander Dendoncker,0.0,0,9,3,0,2021-08-14,26-121,be BEL,Wolves,@,Leicester City,eng Premier League,L 0-1,N,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,10,90.0,0,1,0,0,0,164,26,3,3,100.0,6,6,100.0,0,0,,3,1,2,1,0,1,3,33.3,2,1,1,0,0,3,0,0,0,0,0,0,3,MF,Match Report
102,Juraj Kucka,0.1,2,11,4,0,2021-08-14,34-169,sk SVK,Watford,,Aston Villa,eng Premier League,W 3-2,Y,68,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,2,0.00,,0,0.0,25.6,0,2,0.00,,0,0.0,25.6,0,11,14,78.6,0,2,0,0,4,171,53,4,5,80.0,5,6,83.3,1,2,50.0,4,2,2,2,0,0,1,0.0,1,0,0,0,1,5,2,0,0,0,0,0,5,MF,Match Report
103,Tyrick Mitchell,0.0,0,29,0,0,2021-08-14,21-347,eng ENG,Crystal Palace,@,Chelsea,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,29,34,85.3,0,0,0,0,0,339,125,19,20,95.0,9,10,90.0,0,2,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,3,DF,Match Report
